question,title,QType,Q_1,Q_2,Q_3,Q_4,Q_5,Answers
"Komplex információs rendszerek kritériumai közé tartozik a duplikáció kizárása, felhasználói jogosultsági rendszer, egységes user interface és a vállalati igény kielégítés.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Komplex információs rendszereknél egységes kell hogy legyen a user interface.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Lineáris funkcionális szervezeti forma esetén a törzsegység szakértői véleményt alkotnak, és utasítási joguk is van.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Lineáris szervezeti forma összetett és sok az adminisztráció.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Lineáris szervezeti forma: sok adminisztráció, magasak a költségek, a szervezet nem tagolható tovább szélességében és mélységében.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Lineáris szervezetnél: egyszerű kapcsolatok, alacsony költség.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Lineáris szervezetnél: egyszerű kapcsolatok, magas költségek.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Magyarországon az előfeldolgozás az elterjedt adathiba feltárási módszer.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Magyarországon az háttér-feldolgozásos adathiba a legelterjedtebb.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Magyarországon nem a háttérfeldolgozásos adathiba feltárás a legjellemzőbb.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Mező szintű adathiba (értékkészlet, [>150év feletti életkor] )",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Minden információ adat, de nem minden adat információ.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Napjainkban a vállalatirányitási rendszerei jellemzően háromrétegű architektúrára épülnek,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Olyan termék is értékesíthető, ami nem szerepel az anyagtörzsben, mivel lehetőség van annak felvitelére még a számla kiegyenlítése előtt.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Olyan termék is értékesíthető, mely nincs raktáron jelenleg",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Operatív működést képező feladatok: tranzakció feldolgozás.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
RPO jelentése Recovery Point objective,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
RTO jelentése Recovery Time objective.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
RTP jelentese Recovery Time Protocol.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Shipping point több üzemhez is hozzá lehet rendelve .,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Tervrendelésből (planned order) gyártási megrendelés(production order) képezhető.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Transportation planning point csak egy üzemhez tartozhat.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Vezetői jelentéseknél 3-4 %-os eltérés engedhető csak meg.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Vezetőket támogató rendszerek kategóriába tartoznak a döntéstámogató rendszerek.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Vállalati műveleteket támogató rendszerek a Adatbeviteli rendszerek (RFID, vonalkód, QR).",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Vállalati műveleteket támogató rendszerek a műszaki tervező rendszerek (CAD),VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"a vállalati alkalmazások között megvalósított integráció jellemzői eltérnek aszerint, hogy azt melyik rétegben végzik el",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A megvalósíthatóság feltétele, hogy az adatok közvetlenül hozzáférhetők és értelmezhetők legyenek.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A megvalósíthatóság nem feltétele, hogy az adatok közvetlenül hozzáférhetők és értelmezhetők legyenek.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
egy üzleti alkalmazás adatelérési rétegéhez kapcsolódó szervezeti réteget mediátornak nevezzük,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Üzletmenet folytonosság tervezés esetén az RTO és RPO értékek teljesítése mellett fontos, hogy egyszerű mechanizmusokat kell tervezni baj esetére.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Üzletmenet folytonosság tervezés esetén az RTO, és RPO értékek teljesülés mellett fontos, hogy a kieső időnek minimálisnak kell lennie.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Üzletmenet folytonosság tervezés esetén az RTO, és RPO értékek teljesülés mellett fontos, hogy ki kell dolgozni a normál működéshez való visszatérés szabályait.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Üzletmenet folytonosság tervezés esetén az RTO: a katasztrófa bekövetkezése (leállás utáni) összes számítógépes alkalmazás újraindulási ideje.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Üzletmenet folytonosság tervezés két hatékonysági mutatója az RTO és az RPO.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
