question,title,QType,Q_1,Q_2,Q_3,Q_4,Q_5,Answers
Jellegzetes hibás adatminőség kapcsán ködös definícióként értendő az üres érték.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Karakteres adatfajtával minden aritmetikai művelet elvégezhető.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Kettőnél több dimenziós üzleti adatok vizualizációja csak minimum háromdimenziós megjelenítőkön (pl: VR szemüveg) lehetséges.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Klasszikus OLAP-megközelítésében az adattárházak adatai nem naprakészek, csupán bizonyos késleltetéssel tükrözik a vállalat állapotát.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Kliens-szerver alapú rendszerekben a kommunikációt tipikusan a kliens kezdeményezi, a szervernek alaphelyzetben csupán várakozik a bejövő kérésre.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Kliens-szerver alapú rendszerekben a kommunikációt tipikusan a szerver kezdeményezi, a kliensek alaphelyzetben csupán várakozik a bejövő kérésre.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Kliens-szerver modellben a szerver- és a kliensmodulok általában azonos számítógépekre kerülnek.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Kliens-szerver modellben a szerver- és a kliensmodulok általában különböző számítógépekre kerülnek.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Komplex információs rendszerek kritériuma az egy adatbázison keresztül történő információ csere.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Komplex információs rendszereknél egységes kell hogy legyen a user interface.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Komplex információs rendszer nem moduláris módon épül fel.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Komponensalapú rendszerek feketedoboz-jellegű (black box) újrafelhasználás lehetőségével rendelkeznek.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Komponensalapú rendszerek nem rendelkeznek feketedoboz-jellegű (black box) újrafelhasználás lehetőséggel.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Lineáris-funkcionális szervezeti forma esetén a törzsegység szakértői véleményt alkotnak, és utasítási joguk is van.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Lineáris-funkcionális szervezeti forma esetén, a törzskar kialakulásának célja a vezető túlterheltségének csökkentése a szakmai színvonal növelése.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Lineáris szervezetek egyszerűek, jól áttekinthetők és egyértelműek az alá és fölérendeltségi viszonyok.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Lineáris szervezeti forma egyszerű, jól áttekinthető, egyértelműek az alá fölé rendelési viszonyok.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Lineáris szervezeti forma esetén magasak a költségek, és sok az adminisztráció.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Lineáris szervezeti forma összetett és sok az adminisztráció.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Magyarországon a háttér-feldolgozásos adathiba a legelterjedtebb.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Magyarországon a háttérfeldolgozásos adathiba feltárás a legjellemzőbb.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Magyarországon az előfeldolgozás az elterjedt adathiba feltárási módszer.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Magyarországon nem a háttérfeldolgozásos adathiba feltárás a legjellemzőbb.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Míg az OLAP-technikák kimondottan a sokdimenziós adatok megjelenítését és emberi feldolgozását segítik, addig az adatbányászat már túllép ezeken a korlátokon.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Minden információ adat, de nem minden adat információ.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
MOLAP-rendszerek az adatok tárolására a multidimenziós adatmodellt használják.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Multidimenzionális adatmodellben a dimenziós adatok hierarchiába rendezhetők.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Multidimenzionális adatmodellben a dimenziós adatok nem rendezhetők hierarchiába.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Napjainkban a vallalatiranyitasi rendszerei jellemzoen haromretegu architektúrara epulnek,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Napjaink vállalatirányítási rendszerei jellemzően háromrétegű architektúrára épülnek.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Nyilvános felhők esetében a szolgáltató az ügyfelek sokaságának kiszolgálását célozta.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Nyilvános felhők esetében a szolgáltató nem az ügyfelek sokaságának kiszolgálását célozta.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Objektív információfelfogás szerint az információ abszolút és semleges.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Objektív információfelfogás szerint az információ nem abszolút és semleges.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"OLAP egy konkrét szoftver, programcsomag.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
OLAP felgörgetés (roll-up) művelete csökkenti az egyik dimenzió felbontását.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
OLAP lefúrás (drill-down) művelete megnöveli az egyik dimenzió felbontását.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"OLAP nál a dice az egyik művelet, amely szeletelést ,részkocka kiválasztást, illetve projekciót és szelekciót hajt végre.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"OLAP olyan adatfeldolgozó rendszerek közös elnevezése, amelyek számos adattárolással, adatábrázolással és statisztikai feldolgozással kapcsolatos koncepciót magukba foglal.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
OLAP rendszerek jellemzően írásra vannak optimalizálva.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
OLAP-rendszerek jellemzően nem olvasásra vannak optimalizálva.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
OLAP-rendszerek jellemzően olvasásra vannak optimalizálva.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
OLAP-rendszerek nem relációs adatmodellen alapulnak.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
OLAP-rendszerek relációs adatmodellen alapulnak.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
OLAP rendszerek többnyire írási folyamatokat végeznek.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
OLTP mozaikszó az Online Transaction Performance szavakat jelölik.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
OLTP-rendszerek relációs adatmodellen alapulnak.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
OLTP-vel az OLAP-hoz képest több műveletet és tranzakciót végeznek átlagosan óránként.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"On-Line Analytical Processing rendszerekben a nyílt interneten, vagy bérelt vonali hálózaton on-line módon történik az adatok egyfajta valós idejű feldolgozása.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Operatív működést képező feladatok: tranzakció feldolgozás,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Operatív rendszerek lényege az, hogy az összegyűjtött bemeneti adatokat olyan formára hozzák, amely a felhasználók számára megkönnyíti az adott helyzet megfelelő értékelését.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Operatív rendszereknek nem az a lényege, hogy az összegyűjtött bemeneti adatokat olyan formára hozzák, amely a felhasználók számára megkönnyíti az adott helyzet megfelelő értékelését.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Összefüggésekből eredő hiba az értékkészleten kívül eső hiba.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
PaaS alkalmazásszolgáltatást jelent.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
PaaS jelentése szoftverszolgáltatás.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
PaaS platformszolgáltatást jelent.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Pivot (rotate) során a forgatáskor a dimenziók száma nő.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Rekordszintű hiba összefüggéseket sérthet.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Relációs adatok indexelésével az adatelemzés hatékonysága romlik.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
RPO jelentése Recovery Point objective,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
RTO és RPO használatakor nem kell minimalizálni a pénzügyi veszteséget.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
RTO jelentése: Recovery Time Objective.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"SAP ERP Business Suite egy kis- és középvállalatokat célzó, alacsony komplexitású vállalatirányítási megoldás.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
SAP ERP Business Suite elsősorban nem a kis- és középvállalatokat célzó vállalatirányítási megoldás.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"SAP rendszerek leggyakoribb moduljai:datbázis, alapprogram, MM - Materials Management, PP - Production Planning.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Szervezet definíciója szerint az egyének a cél érdekében folyamatosan tevékenykednek.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Szigetszerű alkalmazások a vállalati információs rendszerek területén az olyan vállalatirányítási rendszereket jelölik, amelyek nem rendelkeznek EDI (Electronic Data Interchange) komponenssel.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Szigetszerű alkalmazások a vállalati információs rendszerek területén nem az olyan vállalatirányítási rendszereket jelölik, amelyek rendelkeznek EDI (Electronic Data Interchange) komponenssel.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Szolgálat út biztosítja, hogy az utasítások lefelé ill. az információk felfelé minden egységet elérjenek.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Szolgálat út biztosítja, hogy az utasítások lefelé minden egységet elérjenek.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Tranzakció feldolgozó rendszerek részei az információs rendszereknek.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Tudásmenedzsment rendszerek a vállalatirányítási rendszerek egyik típusának tekinthetők.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Tudásmenedzsment rendszerek az ERP-rendszerek egyik típusának tekinthetőek.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Tudásmenedzsment rendszerek nem tekinthetőek a vállalatirányítási rendszerek egyik típusának.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Ügyviteli rendszerek nem tartoznak a vállalati információs rendszerek közé.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Üzleti intelligencia kifejezetten az operatív adatbázisok intelligens működésére fókuszáló terület.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Üzletiintelligencia-rendszerek a döntések meghozatalához szükséges adatok feltárását, összesítését és elemzését végző eszközök.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Üzletmenet-folytonosság tervezés esetén az RPO: a katasztrófa bekövetkezése (leállás utáni) összes számítógépes alkalmazás újraindítási ideje.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Üzletmenet-folytonosság tervezés esetén az RTO: a katasztrófa bekövetkezése (leállás utáni) összes számítógépes alkalmazás újraindítási ideje.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
uzletmenet folytonossag tervezes eseten az RTO: a katasztrofa bekovetkezese (leallas utani) osszes szamitogepes alkalmazas újraindulasi ideje.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Üzletmenet-folytonosság tervezés esetén az RTO: a katasztrófa bekövetkezése (leállás utáni) összes számítógépes alkalmazás újraindulási ideje.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Üzletmenet-folytonosság tervezés esetén az RTO, és RPO értékek teljesítése mellett fontos, hogy egyszerű mechanizmusokat kell tervezni baj esetére.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Üzletmenet folytonosság tervezés esetén az RTO, és RPO értékek teljesülés mellett fontos, hogy a kieső időnek minimálisnak kell lennie.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Üzletmenet-folytonosság tervezés két hatékonysági mutatója a BCP, és az DRP.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Üzletmenet-folytonosság tervezés két hatékonysági mutatója az RTO, és az RPO.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Vállalati alkalmazások között megvalósított integráció jellemzői eltérnek aszerint, hogy azt melyik rétegben végzik el.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Vállalati információs rendszerek esetében a hagyományos vastagkliens megoldások használata nem csak előnnyel rendelkezik a vékonykliens megoldásokkal szemben.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Vállalati információs rendszerek esetében a hagyományos vastagkliens megoldások használata szinte csak előnnyel rendelkezik a vékonykliens megoldásokkal szemben.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Vállalati információs rendszerek esetében a vékonykliens megoldások használata számos előnnyel rendelkezik, a hagyományos vastagkliens megoldásokkal szemben.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
vállalati műveleteket támogató rendszerek a műszaki tervező rendszerek (CAD),VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Vállalati műveleteket támogató rendszerek a műszaki tervező rendszerek (CD),VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Vállalati műveleteket támogató rendszerek az adatbeviteli rendszerek (RFID, vonalkód, QR)",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Vállalatirányítási rendszerek bimoduláris felépítésűek.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Vállalatirányítási rendszerek moduláris felépítésűek.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Vállalatok által használt üzleti alkalmazások nem érhetőek el felhőszolgáltatásként, csak a nem üzletiek.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Vállalatok az operatív működést kepéző feladatok kiszolgálása tipikusan döntéstámogató rendszereket alkalmaznak.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Vállalatok az operatív működést képező feladatok kiszolgálása tipikusan nem tranzakciófeldolgozó rendszereket alkalmaznak.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Vállalatok az operatív működést képező feladatok kiszolgálása tipikusan tranzakciófeldolgozó rendszereket alkalmaznak.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Vastagkliens megoldásokra épülő vállalati információs rendszerek eseteként a folyamatos kapcsolat nélkül működés lehetőségét kínálják.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Vékonykliens megoldásokra épülő vállalati információs rendszereknek nehézkesebb a telepítése, mint a vastagkliensre épülőknek.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Vezetői jelentéseknél 3-4 %-os eltérés engedhető csak meg.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Vezetőket támogató rendszerek kategóriába tartoznak a döntéstámogató rendszerek.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Vezetőket támogató rendszerek kategóriába tartoznak a vezetői információs rendszerek.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A ""best practice"" jellegű üzleti folyamatok az egyes területek legjobb üzleti gyakorlatának megfelelő folyamatokat jelentik.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A ""best practice"" jellegű üzleti folyamatok nem az egyes területek legjobb üzleti gyakorlatának megfelelő folyamatokat jelentik.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A DRP feladata a kiesett erőforrások visszaállításának biztosítása.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A BCP jelentése kiesett erőforrás visszaállítása, míg a DRP jelentése a kiesett erőforrások nélküli funkcionális működés.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A BOM-ban backflush hatására változik-e a készletszint?,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A Garbage in garbage out hatásnak nincsen nagy jelentősége hibás adatkezelés esetén.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A HANA repository a futásidejű adatbázis objektumokattárolja.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Egy HANA adatbázis alapvetően OLAP igényekkiszolgálására alkalmas,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Egy HANA adatbázisban az adatok karbantartása (pl.: újrekord felvitele) technológiai szempontból a delta bufferekenkeresztül valósul meg.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"HANA környezetben a delivery unitok szolgálnak a különbözőrendszerek (fejlesztői teszt, produktyv) közötti transzporthoz.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A MOLAP (Multidimensional OLAP) rendszerek az adatok tárolására a multidimenziós adatmodellt használják.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A Máv-Start által fejlesztett Elvira elnevezésű menetrend rendszer egy információs rendszer.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A PaaS alkalmazás szolgáltatást jelent.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A PaaS platform szolgáltatást jelent.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A platformszolgáltatás általában nemcsak egy futtató környezetet jelent, hanem kapunk egy fejlesztőkészletet és különféle üzemeltetést segítő eszközöket is (felhőben működő alkalmazásszerver, adattár, üzenetkezelő és teljesítménymonitorozó rendszer).",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A platformszolgáltatás általában csak egy futtató környezetet jelent.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A SAP NetWeaver egy átfogó integrációs és alkalmazási platform,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A beszerzési információ rekordok (purchasing info records) az egyes anyagokkal kapcsolatos meghatározott szállítókra vonatkozó beszerzési adatokat tartalmazzák.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A beszerzési információs rekordok (purchase info records) az egyes anyagokkal kapcsolatos meghatározott szállítókra vonatkozó beszerzési adatait tartalmazzák.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A beszerzési információs rekordok (purchasing info records) a darabjegyzék (BOM) és a műveleti jegyzék (routing) megfelelő elemeit kapcsolja össze a beszerzés vonatkozásában.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A beszerzési információs rekordok (purchasing info records) megmutatják, hogy hogyan lehet összekötni a szállítót a vállalattal. Megmutatja, hogy az adott szállító milyen anyagot tud szállítani, megmutatja, hogy milyen kedvezményeket kaphat a szállító, illetve feljegyzéseket készíthetünk.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A centralizáció: biztosítja az egységes vezetői akarat érvényesítését, az erőforrások racionális hasznosítását.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A centralizált hatáskörök leadása előnyös a munkavállalói elégedettség, a kreativitás és az elkötelezettség növelése.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
a vállalatirányítási rendszer önmagában egységes platform,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A darabjegyzék (Bill of material) létrehozása és karbantartása többszintű darabjegyzék formájában is történhet.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A darabjegyzék (bill of material) létrehozása és karbantartása csak egyszintű darabjegyzék (single-level BOM) formájában történhet.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A darabjegyzék (bill of material) létrehozása és karbantartásatöbbszintű darabjegyzék (multi-level BOM) formájában istörténhet.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A diszpozíció (MRP) futás eredménye lehet egy tervrendelés(planned order).,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A diszpozíció az SAP-rendszerben az anyagok rendelkezésreállásának biztosítását, az anyagszükséglet tervezését jelenti.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A dobozos üzleti alkalmazások olyan szoftvertermékek, amelynek telepítőkészletét a vállalatok CD, DVD vagy Blu-ray lemezek formájában vásárolhatnak meg.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A felhő szolgáltatásokra általánosságban jellemző a különféle virtualizált erőforrások használata.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A felhőalapú szolgáltatások elérése gyakran böngészőn keresztül történik,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A felhőalapú szolgáltatás egy olyan számítógépes erőforrás-hozzáférési modell, amely a hálózaton keresztül a különféle típusú, közös használatú erőforráshalmazokat konfigurálható módon tesz elérhetővé a felhasználók számára.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A felhőszolgáltatásokra nem jellemző a különféle virtualizált erőforrások használata.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A felhőszolgáltatások egyik fő vonzereje az alacsony kezdeti befektetés,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A felhőszolgáltatások egyetlen fő vonzereje az alacsony kezdeti befektetés,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A gamification a konzolról PC-re történő ember-gép reakciók adoptálását jelenti.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A gamification megközelítésének nincsenek pszichológiai vonatkozásai,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A gyártási megrendelés visszavonhatatlan.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A gyártási megrendelés visszavonható.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A hazai informatikai hálózat váltóáramról megy.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A karakteres adatfajtával a feldolgozási módjuk szerint semmiféle műveletet nem végezhetünk, adattartalommal nem összefüggő. (pl.: földrajzi nevek)",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A kevert szabály formai és tartalmi szabályok keverékei.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A kiszállítási pontot (shipping point) üzemhez (plant) lehet rendelni,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
 Az információs rendszerek két legfőbb tervezési mintája a kliens-szerver architektúra és a rétegszerkezet.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
 Az információs rendszerek két legfőbb tervezési mintája a számítógép-szerver architektúra és a réteg nélküli szerkezet.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A kliensszámítógépek nem osztanak meg erőforrásokat, de működésükkor aktívan használják a szervere(ke)n található tartalmakat és szolgáltatásokat.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A kliensszámítógépek erőforrásokat osztanak meg, de működésükkor aktívan használják a szervere(ke)n található tartalmakat és szolgáltatásokat.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A szervermodulokat futtató számítógépek jellemzően nagy teljesítményű, hibatűrő rendszerek.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A szervermodulokat futtató számítógépek jellemzően kis teljesítményű, hibatűrő rendszerek.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A modulok kialakítása segíti a specifikációk pontosítását, a szükséges interfészek meghatározását és a rendszer dokumentálását.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A modulok kialakítása nem segíti a specifikációk pontosítását, a szükséges interfészek meghatározását és a rendszer dokumentálását",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az interfészek helyes kialakításához pontosan ismerni kell az adott alkalmazásokat és környezetüket.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az interfészek helyes kialakításához nem kell pontosan ismerni az adott alkalmazásokat és környezetüket.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A komponens    alapú rendszerek feketedoboz-jellegű (black box) újrafelhasználás lehetőségével rendelkeznek.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A kép adatfajtával a feldolgozási módjuk szerint lehetséges honvédelmi, felderítési, földrajzi, mezőgazdasági, környezetvédelmi, gyógyászati.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A különböző diszpozíciós eljárások az SAP-rendszerben a különböző kontrolling eszközök alkalmazását definiálják.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A laza csatolásnak az az előnye, hogy az elemek önmagukban is működőképesek, így nem őrzik meg függetlenségüket.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A laza csatolásnak az az előnye, hogy az elemek önmagukban is működőképesek, így őrzik meg függetlenségüket.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A csatoltság azt jellemzi, hogy a rendszerkomponensek milyen mértékben függnek egymástól.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A lineáris szervezeti forma esetén magasak a költésgek, és sok az adminisztráció.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A műveleti tervet (routing) mintának használják fel a gyártási vagy sorozatgyártási feladatoknál.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A szolgáltató az ügyfelek sokaságának kiszolgálását célozta,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A szolgáltató nem az ügyfelek sokaságának kiszolgálását célozta,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A rekordszintű hiba összefüggéseket sérthet.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A rendelési lista elkészültekor a pénzügyi bizonylat is létrejön.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A rendszer egymással összefüggésben levő részek (elemek) halmaza, amelyek egyetlen egészet alkotnak",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A rendszer-architektúrák közötti fő koncepciós különbséget a decentralizáltság mértéke adja.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A rétegek a feladatot jól definiált, kisebb modulokra bontják.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A szervezet alapvető strukturális jellemzői közül a strukturális és személyorientált eszközök a koordinációs eszközök közé tartozik.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A szervezet alapvető strukturális jellemzői közül a technokratikus eszközök a kordinációs eszközök közé tartozik.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A szervezet definíciója szerint az egyének a cél érdekében folyamatosan tevékenykednek.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A szervezetek kialakulását befolyásoló tagi jellemzők: tartósság, újdonságtartalom.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A technológiai műveleti terv (routing) a termelési folyamat egyes műveleteit írja le.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A terv rendelésből (planned order) gyártási megrendelés (production order) képezhető.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A transzformációs fázis az adatokat olyan közös alakra hozza, amely lehetővé teszi a döntéstámogató rendszerek lényegi feldolgozó algoritmusainak minél hatékonyabb futtatását.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A tranzakciók alkalmazások, amelyek üzleti folyamatokatfuttatnak az SAP-ban.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A tételnagyság meghatározásának módja (lot-sizing) a kontrolling szempontjából releváns az SAPrendszerben.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Minden réteg külön egységet alkot, amely a többi rétegtől függetlenül tervezhető és implementálható.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Minden réteg azonos egységet alkot, amely a többi rétegtől függetlenül tervezhető és implementálható.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az alkalmazásintegráció folyamata az alkalmazástervezési folyamathoz hasonlít.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A prezentációs réteg (presentation layer) feladata a felhasználóval való kapcsolattartás.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Nem a prezentációs réteg (presentation layer) feladata a felhasználóval való kapcsolattartás.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
